id_yt_no;id_yt_var;type_fr;issued;years;title_en;title_fr;value_en;value_fr;color_en;color_fr;description_fr;perforated_dimensions;image
1966;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;15 c.;;2 bandes de phosphore;;13;T01-000-1966.jpg
1966;b;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;15 c.;;gomme tropicale;;13;T01-000-1966.jpg
1967;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.20 ₣ - French franc;20 c.;Blue green;émeraude;;13;T01-000-1967.jpg
1967;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;20 c.;;bande de phosphore à gauche (1979);;13;T01-000-1967.jpg
1967;b;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;20 c.;;gomme tropicale;;13;T01-000-1967.jpg
1968;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.30 ₣ - French franc;30 c.;Red orange;orange;;13;T01-000-1968.jpg
1968;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;30 c.;;gomme tropicale;;13;T01-000-1968.jpg
1969;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.50 ₣ - French franc;50 c.;Violet;violet;;13;T01-000-1969.jpg
1969;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;50 c.;;gomme tropicale;;13;T01-000-1969.jpg
1970;;Poste;1977;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.80 ₣ - French franc;80 c.;Emerald;vert;;13;T01-000-1970.jpg
1970;a;Poste;1977;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;80 c.;;sans bande de phosphore;;13;T01-000-1970.jpg
1970;b;Poste;1977;1977;Sabine (Tropical gum, with phosphorus stripe);Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.80 ₣ - French franc;80 c.;Emerald;gomme tropicale;;13;T01-000-1970.jpg
1970;c;Poste;1977;1977;Sabine (Trophical gum, without phosphorus stripe);Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.80 ₣ - French franc;80 c.;Emerald;sans bande de phosphore. Gomme tropicale;;13;T01-000-1970.jpg
1971;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.80 ₣ - French franc;80 c.;Yellow olive;jaune-olive;;13;T01-000-1971.jpg
1971;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;80 c.;;gomme tropicale;;13;T01-000-1971.jpg
1972;;Poste;1977;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1 ₣ - French franc;1 f.;Bright red;rouge;;13;T01-000-1972.jpg
1972;a;Poste;1977;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1 ₣ - French franc;1 f.;Bright red;sans bande de phosphore;;13;T01-000-1972.jpg
1972;b;Poste;1977;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f.;;gomme tropicale;;13;T01-000-1972.jpg
1972;c;Poste;1977;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1 ₣ - French franc;1 f.;Bright red;sans bande de phosphore. Gomme tropicale;;13;T01-000-1972.jpg
1973;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1 ₣ - French franc;1 f.;Emerald;vert;;13;T01-000-1973.jpg
1973;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f.;;gomme tropicale;;13;T01-000-1973.jpg
1974;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1.20 ₣ - French franc;1 f. 20;Bright red;rouge;;13;T01-000-1974.jpg
1974;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f. 20;;gomme tropicale;;13;T01-000-1974.jpg
1975;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1.40 ₣ - French franc;1 f. 40;Dark cyan blue;bleu;;13;T01-000-1975.jpg
1975;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f. 40;;gomme tropicale;;13;T01-000-1975.jpg
1976;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1.70 ₣ - French franc;1 f. 70;Light turquoise blue;bleu clair;;13;T01-000-1976.jpg
1976;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f. 70;;gomme tropicale;;13;T01-000-1976.jpg
1977;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;2 ₣ - French franc;2 f.;Yellow green;vert-jaune;;13;T01-000-1977.jpg
1977;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;2 f.;;gomme tropicale;;13;T01-000-1977.jpg
1978;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;2.10 ₣ - French franc;2 f. 10;Dark lilac;rose carminé;;13;T01-000-1978.jpg
1978;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;2 f. 10;;gomme tropicale;;13;T01-000-1978.jpg
1979;;Poste;1978;1977;Sabine;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;3 ₣ - French franc;3 f.;Dark lilac brown;brun;;13;T01-000-1979.jpg
1979;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;3 f.;;gomme tropicale;;13;T01-000-1979.jpg
1980;;Poste;1978;1977;Sabine coil stamp;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;0.80 ₣ - French franc;80 c.;Emerald;vert;Provenant de roulettes;13 horizontalement;T01-000-1980.jpg
1980;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;80 c.;;no rouge au verso;Provenant de roulettes;13 horizontalement;T01-000-1980.jpg
1981;;Poste;1978;1977;Sabine coil stamp;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1 ₣ - French franc;1 f.;Bright red;rouge;Provenant de roulettes;13 horizontalement;T01-000-1981.jpg
1981;a;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f.;;no rouge au verso;Provenant de roulettes;13 horizontalement;T01-000-1981.jpg
1981;A;Poste;1978;1977;Sabine coil stamp;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1 ₣ - French franc;1 f.;Emerald;vert;Provenant de roulettes;13 horizontalement;T01-000-1981A.jpg
1981;Aa;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f.;;no rouge au verso;Provenant de roulettes;13 horizontalement;T01-000-1981A.jpg
1981;B;Poste;1978;1977;Sabine coil stamp;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;1.20 ₣ - French franc;1 f. 20;Bright red;rouge;Provenant de roulettes;13 horizontalement;T01-000-1981B.jpg
1981;Ba;Poste;1978;1977;;Type Sabine, tirée d'une oeuvre du peintre Louis David. 1re série;;1 f. 20;;no rouge au verso;Provenant de roulettes;13 horizontalement;T01-000-1981B.jpg
1982;;Poste;1978;1978;The Percheron by Jacques Birr;Tableau de Jacques Birr;1.70 ₣ - French franc;1 f. 70;Multicolor;polychrome;Percheron;13;T01-000-1982.jpg
1982;a;Poste;1978;1978;;Tableau de Jacques Birr;;1 f. 70;;(non dentelé);Percheron;No;T01-000-1982.jpg
1983;;Poste;1978;1978;Carousel under Louis XIV. Amiger and Ephebus persæ. The Tuil;Les Tuileries, 1662. Dessin du 'Cabinet du Roy';2 ₣ - French franc;2 f.;Black;noir;Carrousel sous Louis XIV;12;T01-000-1983.jpg
1983;a;Poste;1978;1978;;Les Tuileries, 1662. Dessin du 'Cabinet du Roy';;2 f.;;(non dentelé);Carrousel sous Louis XIV;No;T01-000-1983.jpg
1984;;Poste;1978;1978;Centenary of National Telecommunications College;Centenaire de l'Ecole Nationale Supérieure des Télécommunications;0.80 ₣ - French franc;80 c.;Green blue;bleu-vert foncé;;13;T01-000-1984.jpg
1984;a;Poste;1978;1978;;Centenaire de l'Ecole Nationale Supérieure des Télécommunications;;80 c.;;(non dentelé);;No;T01-000-1984.jpg
1985;;Poste;1978;1978;1878: Annexation of Saint Barthelemy;Rattachement de l'île de Saint-Barthélemy à la France (1878-1978);1.10 ₣ - French franc;1 f. 10;Multicolor;carmin, rouge-brun et brun;;13;T01-000-1985.jpg
1985;a;Poste;1978;1978;;Rattachement de l'île de Saint-Barthélemy à la France (1878-1978);;1 f. 10;;(non dentelé);;No;T01-000-1985.jpg
1986;;Poste;1978;1978;Marie-Noël (1883-1967);Personnages célèbres;1+0.20 ₣ - French franc;1 f. + 20 c.;Blue | Cobalt;bleu-noir et bleu;Marie Noël;13;T01-000-1986.jpg
1987;;Poste;1978;1978;Georges Bernanos (1888 -1948);Personnages célèbres;1+0.20 ₣ - French franc;1 f. + 20 c.;Multicolor;olive, brun-jaune et bleu-gris;Georges Bernanos;13;T01-000-1987.jpg
1988;;Poste;1978;1978;Lecomte de Lisle (1818 -1894);Personnages célèbres;1+0.20 ₣ - French franc;1 f. + 20 c.;Blue violet | Bright violet;lilas-rouge et bleu-violet;Leconte de Lisle;13;T01-000-1988.jpg
1989;;Poste;1978;1978;Léon Tolstoi (1828 -1910);Personnages célèbres;1+0.20 ₣ - French franc;1 f. + 20 c.;Blue green | Brown olive;vert foncé et vert-olive;Léon Tolstoi;13;T01-000-1989.jpg
1990;;Poste;1978;1978;Voltaire (1694-1778) - Rousseau (1712-1778);Personnages célèbres;1+0.20 ₣ - French franc;1 f. + 20 c.;Carmine lilac | Purple;grenat et lilas;Voltaire et Rousseau;13;T01-000-1990.jpg
1990;A;Poste;1978;1978;Claude Bernard (1813 -1878);Personnages célèbres;1+0.20 ₣ - French franc;1 f. + 20 c.;Multicolor;bistre, brun, rouge et noir;Claude Bernard;13;T01-000-1990A.jpg
1991;;Poste;1978;1978;Region of Ile de France;Régions;1 ₣ - French franc;1 f.;Multicolor;noir, bleu et rouge;Ile-de-France;13;T01-000-1991.jpg
1992;;Poste;1978;1978;Region of Haute-Normandie;Régions;1.40 ₣ - French franc;1 f. 40;Multicolor;vert, outremer et orange;Haute-Normandie;13;T01-000-1992.jpg
1993;;Poste;1978;1978;Region of Basse-Normandie;Régions;1.70 ₣ - French franc;1 f. 70;Multicolor;noir, grenat et or;Basse-Normandie;13;T01-000-1993.jpg
1994;;Poste;1978;1978;Bernard Buffet - Original work;Oeuvres d'Art;3 ₣ - French franc;3 f.;Multicolor;bleu pâle, vert pâle, jaune et noir;Oeuvre originale de Bernard Buffet;13x12 1/2;T01-000-1994.jpg
1994;a;Poste;1978;1978;;Oeuvres d'Art;;3 f.;;(non dentelé);Oeuvre originale de Bernard Buffet;No;T01-000-1994.jpg
1995;;Poste;1978;1978;Physical planning;15e anniversaire de la délégation à l'Aménagement du territoire et à l'Action régionale (DATAR);1.10 ₣ - French franc;1 f. 10;Blue green | Blue violet;violet et vert;;13;T01-000-1995.jpg
1995;a;Poste;1978;1978;;15e anniversaire de la délégation à l'Aménagement du territoire et à l'Action régionale (DATAR);;1 f. 10;;(non dentelé);;No;T01-000-1995.jpg
1996;;Poste;1978;1978;Verdon Gorge;Série touristique;0.50 ₣ - French franc;50 c.;Multicolor;bleu, vert-noir et turquoise;Les gorges du Verdon;13;T01-000-1996.jpg
1997;;Poste;1978;1978;The Pont-Neuf in Paris 1578;Série touristique;0.80 ₣ - French franc;80 c.;Multicolor;vert-noir et bleu-vert;Le Pont-Neuf de Paris;13;T01-000-1997.jpg
1998;;Poste;1978;1978;Church of Saint-Saturnin;Série touristique;1 ₣ - French franc;1 f.;Black;noir;Eglise de St-Saturnin;13;T01-000-1998.jpg
1999;;Poste;1978;1978;Abbey Notre Dame du Bec-Hellouin;Série touristique;1.10 ₣ - French franc;1 f. 10;Multicolor;brun-olive, bleu et lilas;Abbaye Notre-Dame du Bec-Hellouin;13;T01-000-1999.jpg
2000;;Poste;1978;1978;Castle of Esquelbecq;Série touristique;1.10 ₣ - French franc;1 f. 10;Multicolor;brun, gris-bleu et vert;Château d'Esquelbecq;13;T01-000-2000.jpg
2001;;Poste;1978;1978;Abbey Church Aubazine;Série touristique;1.25 ₣ - French franc;1 f. 25;Brown | Carmine red;carmin et brun-rouge;Eglise abbatiale Aubazine;13;T01-000-2001.jpg
2002;;Poste;1978;1978;Fontevraud: Royal Abbey;Série touristique;1.70 ₣ - French franc;1 f. 70;Multicolor;brun-rouge et noir;Abbaye de Fontevraud;13;T01-000-2002.jpg
2003;;Poste;1978;1978;JUVEXNIORT;Juvexniort;0.80 ₣ - French franc;80 c.;Multicolor;brun foncé, carmin et bistre;;13;T01-000-2003.jpg
2003;a;Poste;1978;1978;;Juvexniort;;80 c.;;(non dentelé);;No;T01-000-2003.jpg
2004;;Poste;1978;1978;Collecting mail in 1900;Journée du timbre;1+0.20 ₣ - French franc;1 f. + 20 c.;Blue | Olive;olive et gris-bleu;Facteur de 1900;13;T01-000-2004.jpg
2004;a;Poste;1978;1978;;Journée du timbre;;1 f. + 20 c.;;gomme tropicale;Facteur de 1900;13;T01-000-2004.jpg
2004;b;Poste;1978;1978;;Journée du timbre;;1 f. + 20 c.;;(non dentelé);Facteur de 1900;No;T01-000-2004.jpg
2005;;Poste;1978;1978;Port Cros National Park;Parc national de Port-Cros;1.25 ₣ - French franc;1 f. 25;Multicolor;polychrome;;13;T01-000-2005.jpg
2005;a;Poste;1978;1978;;Parc national de Port-Cros;;1 f. 25;;(non dentelé);;No;T01-000-2005.jpg
2006;;Poste;1978;1978;Campaign Flowering France;Fleurir la France;1.70 ₣ - French franc;1 f. 70;Multicolor;vert-olive, bleu et carmin;;13;T01-000-2006.jpg
2006;a;Poste;1978;1978;;Fleurir la France;;1 f. 70;;(non dentelé);;No;T01-000-2006.jpg
2007;;Poste;1978;1978;Energy Conservation;Econimies d'Energie;1 ₣ - French franc;1 f.;Multicolor;bistre, brun et ocre;;13;T01-000-2007.jpg
2007;a;Poste;1978;1978;;Econimies d'Energie;;1 f.;;(non dentelé);;No;T01-000-2007.jpg
2008;;Poste;1978;1978;Paris - Fountain of the Innocents;Europa. Monuments;1 ₣ - French franc;1 f.;Multicolor;outremer, bistre et noir;Fontaine des Innocents à Paris;13;T01-000-2008.jpg
2008;a;Poste;1978;1978;;Europa. Monuments;;1 f.;;gomme tropicale;Fontaine des Innocents à Paris;13;T01-000-2008.jpg
2009;;Poste;1978;1978;Paris - Floral Park Fountain;Europa. Monuments;1.40 ₣ - French franc;1 f. 40;Multicolor;bleu, vert et brun;Fontaine du Parc floral de paris;13;T01-000-2009.jpg
2010;;Poste;1978;1978;Memorial N.D. de Lorette;Colline Notre-Dame de Lorette;2 ₣ - French franc;2 f.;Brown olive | Purple carmine;bistre-olive et lilas-rouge;;13;T01-000-2010.jpg
2010;a;Poste;1978;1978;;Colline Notre-Dame de Lorette;;2 f.;;(non dentelé);;No;T01-000-2010.jpg
2011;;Poste;1978;1978;Troyes - Hall Mauroy. Congress of the French Federation of P;51e Congrès national de la Fédération des sociétés philatéliques françaises, à Troyes;1 ₣ - French franc;1 f.;Multicolor;bleu, carmin, brun et noir;;13;T01-000-2011.jpg
2011;a;Poste;1978;1978;;51e Congrès national de la Fédération des sociétés philatéliques françaises, à Troyes;;1 f.;;(non dentelé);;No;T01-000-2011.jpg
2012;;Poste;1978;1978;Roland Garros 1928 -1978;Cinquantenaire du stade Roland Garros;1 ₣ - French franc;1 f.;Multicolor;bleu-noir, bleu et brique;;13;T01-000-2012.jpg
2012;a;Poste;1978;1978;;Cinquantenaire du stade Roland Garros;;1 f.;;gomme tropicale;;13;T01-000-2012.jpg
2012;b;Poste;1978;1978;;Cinquantenaire du stade Roland Garros;;1 f.;;(non dentelé);;No;T01-000-2012.jpg
2013;;Poste;1978;1978;Artistic Professions;Métiers d'Art;1.30 ₣ - French franc;1 f. 30;Multicolor;brun foncé, carmin et vert-olive;;13;T01-000-2013.jpg
2013;a;Poste;1978;1978;;Métiers d'Art;;1 f. 30;;(non dentelé);;No;T01-000-2013.jpg
2014;;Poste;1978;1978;National Printing;Imprimerie nationale;1 ₣ - French franc;1 f.;Multicolor;vert-bleu, bleu et noir;;13;T01-000-2014.jpg
2014;a;Poste;1978;1978;;Imprimerie nationale;;1 f.;;(non dentelé);;No;T01-000-2014.jpg
2015;;Poste;1978;1978;Reunification of the Franche-Comte 1678;Réunion de la Franche-Comté à la Couronne par la Paix de Nimègue (1678-1978);1.20 ₣ - French franc;1 f. 20;Multicolor;bleu-vert et vert foncé;;13;T01-000-2015.jpg
2015;a;Poste;1978;1978;;Réunion de la Franche-Comté à la Couronne par la Paix de Nimègue (1678-1978);;1 f. 20;;gomme tropicale;;13;T01-000-2015.jpg
2015;b;Poste;1978;1978;;Réunion de la Franche-Comté à la Couronne par la Paix de Nimègue (1678-1978);;1 f. 20;;(non dentelé);;No;T01-000-2015.jpg
2016;;Poste;1978;1978;Annexation of Valenciennes and Maubeuge 1678;300e anniversaire du rattachement de Valenciennes et Maubeuge;1.20 ₣ - French franc;1 f. 20;Multicolor;gris-brun, rouge et violet;;13;T01-000-2016.jpg
2016;a;Poste;1978;1978;;300e anniversaire du rattachement de Valenciennes et Maubeuge;;1 f. 20;;(non dentelé);;No;T01-000-2016.jpg
2017;;Poste;1978;1978;Fiftieth anniversary of the 1928 Academy of Philately;Cinquantenaire de l'Académie de Philatélie;1 ₣ - French franc;1 f.;Multicolor;outremer, lilas-rouge et turquoise;;13;T01-000-2017.jpg
2017;a;Poste;1978;1978;;Cinquantenaire de l'Académie de Philatélie;;1 f.;;(non dentelé);;No;T01-000-2017.jpg
2018;;Poste;1978;1978;Osprey (Pandion haliaetus);Série nature;1.80 ₣ - French franc;1 f. 80;Multicolor;vert-jaune, olive et brun;Balbuzard;13;T01-000-2018.jpg
2018;a;Poste;1978;1978;;Série nature;;1 f. 80;;(non dentelé);Balbuzard;No;T01-000-2018.jpg
2019;;Poste;1978;1978;White Stork (Ciconia ciconia), Gymnast, Strasbourg Cathedral;XIXe championnats du monde de gymnastique, à Strasbourg;1 ₣ - French franc;1 f.;Multicolor;brun, orange et brun carminé;;13;T01-000-2019.jpg
2019;a;Poste;1978;1978;;XIXe championnats du monde de gymnastique, à Strasbourg;;1 f.;;(non dentelé);;No;T01-000-2019.jpg
2020;;Poste;1978;1978;Sport for All;Sport pour tous;1 ₣ - French franc;1 f.;Multicolor;violet, turquoise et rose;;13;T01-000-2020.jpg
2020;a;Poste;1978;1978;;Sport pour tous;;1 f.;;(non dentelé);;No;T01-000-2020.jpg
2021;;Poste;1978;1978;Monument to the Polish Combatants 1939-1945;Monument aux Combattants Polonais 1939-1945;1.70 ₣ - French franc;1 f. 70;Multicolor;rouge, vert-bleu et cramin-brun;;13;T01-000-2021.jpg
2021;a;Poste;1978;1978;;Monument aux Combattants Polonais 1939-1945;;1 f. 70;;(non dentelé);;No;T01-000-2021.jpg
2022;;Poste;1978;1978;1918: Armistice, Crossroads Rethondes;60e anniversaire de l'Armistice à Rethondes;1.20 ₣ - French franc;1 f. 20;Black violet;noir;La wagon de l'Armistice;13;T01-000-2022.jpg
2022;a;Poste;1978;1978;;60e anniversaire de l'Armistice à Rethondes;;1 f. 20;;(non dentelé);La wagon de l'Armistice;No;T01-000-2022.jpg
2023;;Poste;1978;1978;Rehabilitation Assistance;Aide à la réadaptation;1 ₣ - French franc;1 f.;Multicolor;ocre, brun et rouge;;13;T01-000-2023.jpg
2023;a;Poste;1978;1978;;Aide à la réadaptation;;1 f.;;(non dentelé);;No;T01-000-2023.jpg
2024;;Poste;1978;1978;The Hare and the turtle;Au profit de la Croix-Rouge. Fables de La Fontaine;1+0.25 ₣ - French franc;1 f. + 25 c.;Multicolor;brun-olive, olive et rouge;Le lièvre et la tortue;13;T01-000-2024.jpg
2025;;Poste;1978;1978;Fables of Jean de La Fontaine:The City Mouse and the Country;Au profit de la Croix-Rouge. Fables de La Fontaine;1.20+0.30 ₣ - French franc;1 f. 20 + 30 c.;Multicolor;olive, brun-olive et rouge;La rat de ville et le rat des champs;13;T01-000-2025.jpg
2026;;Poste;1978;1978;Yves Brayer: Horses of Camargue;Oeuvres d'Art;3 ₣ - French franc;3 f.;Multicolor;polychrome;Chevaux de Camargue, oeuvre originale d'Yves Brayer;13x12 1/2;T01-000-2026.jpg
2026;a;Poste;1978;1978;;Oeuvres d'Art;;3 f.;;(non dentelé);Chevaux de Camargue, oeuvre originale d'Yves Brayer;No;T01-000-2026.jpg
2027;;Poste;1978;1978;30th anniversary of the Universal Declaration of Human Right;30e anniversaire de la Déclaration universelle des Droits de l'Homme;1.70 ₣ - French franc;1 f. 70;Multicolor;brun et bleu;;13;T01-000-2027.jpg
2027;a;Poste;1978;1978;;30e anniversaire de la Déclaration universelle des Droits de l'Homme;;1 f. 70;;(non dentelé);;No;T01-000-2027.jpg
2028;;Poste;1979;1979;International Year of the Child;Année internationale de l'Enfant;1.70 ₣ - French franc;1 f. 70;Multicolor;brun-rouge, violet et rouge;;13;T01-000-2028.jpg
2028;a;Poste;1979;1979;;Année internationale de l'Enfant;;1 f. 70;;(non dentelé);;No;T01-000-2028.jpg
2029;;Poste;1979;1979;Ladislas Ignace de Bercheny (1689-1778);Personnages célèbres;1.20+0.30 ₣ - French franc;1 f. 20 + 30 c.;Multicolor;brun, bleu vif et bleu-vert;Ladislas de Bercheny;13;T01-000-2029.jpg
2030;;Poste;1979;1979;Léon Jouhaux (1879-1954);Personnages célèbres;1.20+0.30 ₣ - French franc;1 f. 20 + 30 c.;Black | Brown ochre;gris-noir et ocre;Léon jouhaux;13;T01-000-2030.jpg
2031;;Poste;1979;1979;Abélard and Heloise;Personnages célèbres;1.20+0.30 ₣ - French franc;1 f. 20 + 30 c.;Multicolor;brun-rose, orange et brun;Pierre Abélard;13;T01-000-2031.jpg
2032;;Poste;1979;1979;Georges Courteline (1858-1929);Personnages célèbres;1.20+0.30 ₣ - French franc;1 f. 20 + 30 c.;Multicolor;rouge, lilas-rouge et bleu-gris;G. Moineaux, dit Courteline;13;T01-000-2032.jpg
2032;A;Poste;1979;1979;Simone Weil (1909-1943), philosopher;Personnages célèbres;1.30+0.30 ₣ - French franc;1 f. 30 + 30 c.;Multicolor;carmin et brun-rouge;Simone Weil;13;T01-000-2032A.jpg
2032;B;Poste;1979;1979;André Malraux (1901-1976);Personnages célèbres;1.30+0.30 ₣ - French franc;1 f. 30 + 30 c.;Dark blue | Violet;bleu et outremer;André Malraux;13;T01-000-2032B.jpg
2033;;Poste;1979;1979;Miniature of the fifteenth century: The lady with swans;Miniature du XVe siècle sur la musique;2 ₣ - French franc;2 f.;Multicolor;multicolore;;13x12;T01-000-2033.jpg
2033;a;Poste;1979;1979;;Miniature du XVe siècle sur la musique;;2 f.;;(non dentelé);;No;T01-000-2033.jpg
2034;;Poste;1979;1979;Victor Segalen (1879-1919);100e anniversaire de la naissance de Victor Segalen (1878-1919). Ecrivain;1.50 ₣ - French franc;1 f. 50;Multicolor;brun, vert-bleu et carmin;;13;T01-000-2034.jpg
2034;a;Poste;1979;1979;;100e anniversaire de la naissance de Victor Segalen (1878-1919). Ecrivain;;1 f. 50;;(non dentelé);;No;T01-000-2034.jpg
2035;;Poste;1979;1979;Martinique: International Flower Show;Floralies internationales de la Martinique;0.35 ₣ - French franc;35 c.;Multicolor;vert, carmin et violet-brun;;13;T01-000-2035.jpg
2035;a;Poste;1979;1979;;Floralies internationales de la Martinique;;35 c.;;(non dentelé);;No;T01-000-2035.jpg
2036;;Poste;1979;1979;Temple of Borobudur - Java;Temple de Borobudur à Java;1.80 ₣ - French franc;1 f. 80;Blue green | Brown olive;brun clair et vert-bleu;;13;T01-000-2036.jpg
2036;a;Poste;1979;1979;;Temple de Borobudur à Java;;1 f. 80;;(non dentelé);;No;T01-000-2036.jpg
2037;;Poste;1979;1979;Stamp Day 1979;Journée du timbre;1.20+0.30 ₣ - French franc;1 f. 20 + 30 c.;Multicolor;gris-bleu, rouge et bistre clair;Hotel des Postes de Paris sur carte postale;13;T01-000-2037.jpg
2037;a;Poste;1979;1979;;Journée du timbre;;1 f. 20 + 30 c.;;(non dentelé);Hotel des Postes de Paris sur carte postale;No;T01-000-2037.jpg
2038;;Poste;1979;1979;Francisque Poulbot (1879-1946);100e anniversaire de la naissance de Francisque Poulbot (1879-1946), dessinateur;1.30 ₣ - French franc;1 f. 30;Multicolor;rose, orange, bleu ciel, jaune et noir;;13;T01-000-2038.jpg
2038;a;Poste;1979;1979;;100e anniversaire de la naissance de Francisque Poulbot (1879-1946), dessinateur;;1 f. 30;;(non dentelé);;No;T01-000-2038.jpg
2039;;Poste;1979;1979;Western Honey Bee (Apis mellifera);Protection de la nature. l'Abeille (apis mellifica);1 ₣ - French franc;1 f.;Multicolor;sépia, olive et ocre;;13;T01-000-2039.jpg
2039;a;Poste;1979;1979;;Protection de la nature. l'Abeille (apis mellifica);;1 f.;;(non dentelé);;No;T01-000-2039.jpg
2040;;Poste;1979;1979;Norman Abbey: Abbey of St Pierre sur Dives and Bernay;Série touristique;1 ₣ - French franc;1 f.;Multicolor;vert-bleu, vert-olive et vert;Abbayes normandes;13;T01-000-2040.jpg
2041;;Poste;1979;1979;Auray: The descent to the port of Saint-Goustan by Saint Ren;Série touristique;1 ₣ - French franc;1 f.;Multicolor;brun, bistre et violet;Auray (Morbihan);13;T01-000-2041.jpg
2042;;Poste;1979;1979;Mill Steenvoorde;Série touristique;1.20 ₣ - French franc;1 f. 20;Multicolor;turquoise, olive et brun-lilas;Moulin de Steenvoorde (Nord);13;T01-000-2042.jpg
2043;;Poste;1979;1979;Niaux cave -Ariege;Série touristique;1.50 ₣ - French franc;1 f. 50;Multicolor;brun-jaune, rouge et brun;Grotte de Niaux;13;T01-000-2043.jpg
2044;;Poste;1979;1979;Perpignan: Palace of the Kings of Majorca;Série touristique;1.70 ₣ - French franc;1 f. 70;Brown red | Grey blue;brun-rouge et gris-bleu;Palais des Rois de Majorque;13;T01-000-2044.jpg
2044;a;Poste;1979;1979;;Série touristique;;1 f. 70;;gomme tropicale;Palais des Rois de Majorque;13;T01-000-2044.jpg
2045;;Poste;1979;1979;Abbey St. Germain-des-Prés;Abbaye de Saint-Germain-des-Prés;1.40 ₣ - French franc;1 f. 40;Multicolor;bleu, carmin et gris-bleu;;13;T01-000-2045.jpg
2045;a;Poste;1979;1979;;Abbaye de Saint-Germain-des-Prés;;1 f. 40;;(non dentelé);;No;T01-000-2045.jpg
2046;;Poste;1979;1979;C.E.P.T.- Domestic Air Mail 10.VII.1935 Simoun;Europa;1.20 ₣ - French franc;1 f. 20;Multicolor;bleu, bleu-turquoise et vert;Simoun, aviation postale intérieure;13;T01-000-2046.jpg
2047;;Poste;1979;1979;C.E.P.T.- Boule de Moulins 1870-1871;Europa;1.70 ₣ - French franc;1 f. 70;Multicolor;vert foncé, rouge et bleu-turquoise;Boule de Moulins;13;T01-000-2047.jpg
